"LSOA2021","LAD2024","LSOA_NAME_2021","LAD_NAME_2024","IMD_RANK","IMD_DECILE","IDACI_RANK","IDACI_DECILE","IDAOPI_RANK","IDAOPI_DECILE","EST_RANK","EST_DECILE","CYP_RANK","CYP_DECILE","ADS_RANK","ADS_DECILE","BHS_RANK","BHS_DECILE","GEO_RANK","GEO_DECILE","WID_RANK","WID_DECILE","LIV_RANK","LIV_DECILE","IND_RANK","IND_DECILE","OUT_RANK","OUT_DECILE","IMD","INC","EMP","EST","HDD","CRM","BHS","LIV","IDACI","IDAOPI","CYP","ADS","GEO","WID","IND","OUT","INCN","EMPN","ESTN","HDDN","CRMN","BHSN","LIVN","CYPN","ADSN","INDN","OUTN"
"E01005266","E08000003","Manchester 044E","Manchester",4822,2,9198,3,5075,2,7429,3,5849,2,9271,3,21827,7,23859,8,10846,4,19530,6,22171,7,10538,4,39.112,0.401,0.255,33.947,1.32,1.019,16.676,14.499,0.468,0.387,0.85,0.294,25.94,1.228,-0.301,0.304,0.48689138576779,0.452554744525547,0.400705442321805,0.667072181670722,0.656132596685083,0.235436348249598,0.175775332106324,0.645413870246085,0.469775474956822,0.347869842334787,0.495825478050094
"E01005267","E08000003","Manchester 046B","Manchester",13767,5,18217,6,16718,5,24954,8,25621,8,22204,7,25624,8,23090,7,14382,5,9298,3,15755,5,2114,1,21.192,0.201,0.154,7.864,0.713,0.524,13.912,29.931,0.274,0.151,-0.625,0.186,26.756,0.324,-0.001,1.266,0.237203495630462,0.268248175182482,0.091979736287669,0.543998377939984,0.546740331491713,0.187699694305798,0.368991723947965,0.370432513049963,0.283246977547496,0.448507212344851,0.754915162941018
"E01005268","E08000003","Manchester 046C","Manchester",16389,5,23210,7,14823,5,29743,9,30641,10,26815,8,25259,8,25441,8,12712,4,4796,2,6258,2,3975,2,17.968,0.158,0.114,3.707,0.269,0.748,14.192,40.368,0.197,0.176,-1.143,0.155,24.204,0.72,0.602,0.91,0.183520599250936,0.195255474452555,0.0427763179698412,0.45397404703974,0.596243093922652,0.192535534792145,0.499668206688452,0.27386278896346,0.229706390328152,0.650788326065079,0.65903582009157
"E01005269","E08000003","Manchester 046D","Manchester",17939,6,26703,8,16020,5,20907,7,26402,8,15066,5,27586,9,21546,7,17744,6,11806,4,15085,5,4893,2,16.295,0.149,0.119,11.879,0.44,0.269,12.342,25.533,0.151,0.159,-0.689,0.238,28.342,-0.42,0.033,0.796,0.172284644194757,0.204379562043796,0.139502402764955,0.488645579886456,0.490386740331492,0.160584445864493,0.313926554733376,0.358501118568233,0.373056994818653,0.459912780945991,0.628332884460005
"E01005270","E08000003","Manchester 035A","Manchester",3975,2,4251,2,1745,1,8040,3,7105,3,8917,3,15156,5,26656,8,6259,2,27341,9,24386,8,26462,8,42.377,0.492,0.266,32.28,1.464,0.705,21.421,6.811,0.617,0.549,0.72,0.298,22.687,2.778,-0.406,-0.598,0.600499375780275,0.472627737226277,0.380974362616291,0.696269261962693,0.586740331491713,0.317386573634307,0.0795177102505353,0.621178225205071,0.476683937823834,0.312646762831265,0.252895232965257
"E01005271","E08000003","Manchester 032C","Manchester",7887,3,1729,1,1056,1,22493,7,19609,6,23582,7,7540,3,28528,9,2883,1,7259,3,8852,3,4595,2,30.819,0.196,0.105,10.201,1.823,1.315,28.713,34.193,0.734,0.608,-0.21,0.177,20.159,4.527,0.405,0.83,0.230961298377029,0.178832116788321,0.119641123973203,0.769059205190592,0.721546961325967,0.443325676585897,0.422354104846686,0.447800149142431,0.267702936096719,0.58470311975847,0.637489900350121
"E01005272","E08000003","Manchester 035B","Manchester",2590,1,1146,1,2141,1,7238,3,9970,3,5147,2,14170,5,25607,8,6066,2,22922,7,23496,7,15870,5,48.707,0.536,0.296,34.508,1.544,1.096,22.211,10.851,0.773,0.522,0.467,0.349,23.973,2.857,-0.363,-0.018,0.655430711610487,0.527372262773723,0.407345595720001,0.712489862124899,0.673149171270718,0.331030552149358,0.13010053963365,0.574011931394482,0.564766839378238,0.327071452532707,0.409103151090762
"E01005273","E08000003","Manchester 035C","Manchester",13469,4,5765,2,2950,1,22814,7,17737,6,26828,8,15638,5,29921,9,5749,2,5000,2,5902,2,4981,2,21.569,0.154,0.079,9.87,1.071,0.899,21.023,39.832,0.565,0.474,-0.087,0.155,17.739,3.001,0.633,0.784,0.17852684144819,0.131386861313869,0.115723315105461,0.616585563665856,0.629613259668508,0.310512771800142,0.492957217443564,0.470730797912006,0.229706390328152,0.661187520966119,0.625100996498788
"E01005274","E08000003","Manchester 038A","Manchester",6588,2,3252,1,4537,2,8225,3,4768,2,13693,5,17902,6,29165,9,6887,3,9064,3,9197,3,7573,3,33.896,0.332,0.17,31.8,0.939,1.443,19.372,30.4,0.656,0.406,0.972,0.25,19.092,2.525,0.382,0.531,0.400749063670412,0.297445255474453,0.375292947944038,0.589821573398216,0.749834254143646,0.281998583789572,0.374863839537242,0.668158090976883,0.393782383419689,0.576987588057699,0.556962025316456
"E01005275","E08000003","Manchester 038B","Manchester",25029,8,24797,8,9671,3,33383,10,32743,10,33317,10,23210,7,30079,9,9335,3,5137,2,4243,2,11229,4,9.956,0.08,0.044,0.494,0.256,-0.176,15.708,39.424,0.176,0.265,-1.599,0.071,17.506,1.671,0.781,0.258,0.0861423220973783,0.0675182481751825,0.00474634850744502,0.451338199513382,0.392044198895028,0.21871815685394,0.487848852495962,0.188851603281134,0.0846286701208981,0.710835290171084,0.483436574198761
"E01005276","E08000003","Manchester 038C","Manchester",14947,5,30394,10,11956,4,32416,10,31377,10,32128,10,22995,7,29164,9,9501,3,4072,2,5474,2,3860,2,19.694,0.121,0.089,1.39,0.967,1.006,15.865,42.554,0.1,0.221,-1.266,0.102,19.094,1.623,0.669,0.928,0.137328339575531,0.14963503649635,0.0153516558956514,0.595498783454988,0.653259668508287,0.221429681698071,0.527038024765554,0.250932140193885,0.138169257340242,0.673264005367326,0.663883652033396
"E01005277","E08000003","Manchester 038D","Manchester",26382,8,30290,9,24986,8,33683,10,33444,10,33616,10,22444,7,28894,9,9259,3,6294,2,4773,2,13483,4,8.86,0.094,0.07,0.153,-0.193,-1.02,16.253,36.48,0.101,0.079,-1.953,0.055,19.574,1.699,0.731,0.117,0.103620474406991,0.114963503649635,0.000710176834031674,0.360300081103001,0.205524861878453,0.228130774943438,0.450988493658366,0.122856077554064,0.0569948186528497,0.694062395169406,0.445461890654457
"E01005278","E08000003","Manchester 035D","Manchester",12953,4,5471,2,4968,2,15133,5,23115,7,9139,3,6776,3,27392,9,2732,1,16942,6,16222,5,13531,5,22.264,0.281,0.105,18.92,0.665,0.023,29.708,17.751,0.575,0.391,-0.44,0.296,21.73,4.609,-0.022,0.115,0.337078651685393,0.178832116788321,0.222841654238572,0.53426601784266,0.436022099447514,0.46051018117131,0.216492005659267,0.404921700223714,0.473229706390328,0.441462596444146,0.444923242660921
"E01005279","E08000003","Manchester 035E","Manchester",6931,3,5950,2,6100,2,12474,4,14203,5,10363,4,13712,5,27161,9,5507,2,16090,5,20547,7,6467,2,33.025,0.398,0.208,23.003,0.689,1.019,22.578,18.896,0.559,0.354,0.154,0.282,22.051,3.115,-0.226,0.631,0.48314606741573,0.366788321167883,0.271169187794428,0.539132197891322,0.656132596685083,0.337368957358249,0.23082798081859,0.515659955257271,0.449050086355786,0.373029184837303,0.583894424993267
"E01005280","E08000003","Manchester 026A","Manchester",3297,1,2710,1,1202,1,3887,2,12760,4,1071,1,3908,2,29253,9,1443,1,18007,6,16688,5,15502,5,45.333,0.567,0.245,46.809,0.664,0.587,34.957,16.396,0.682,0.593,0.256,0.45,18.97,5.605,-0.045,0.003,0.694132334581773,0.434306569343066,0.552943682977061,0.534063260340633,0.560662983425414,0.551164919431443,0.199526725012208,0.534675615212528,0.739205526770294,0.433747064743375,0.414758955022893
"E01005281","E08000003","Manchester 026B","Manchester",16793,5,7987,3,2829,1,20873,7,31679,10,12484,4,5526,2,29927,9,1980,1,9913,3,11511,4,5617,2,17.546,0.1,0.056,11.91,0.949,0.273,31.816,28.867,0.501,0.48,-1.323,0.261,17.727,5.125,0.231,0.715,0.111111111111111,0.0894160583941606,0.139869327462538,0.591849148418491,0.491270718232044,0.496917151689953,0.355669909476768,0.240305741983594,0.412780656303972,0.526333445152633,0.606517640721788
"E01005284","E08000003","Manchester 026C","Manchester",8180,3,11607,4,2675,1,9058,3,8814,3,9078,3,3851,2,31449,10,1290,1,591,1,1458,1,2408,1,30.208,0.124,0.059,29.736,0.746,1.568,35.111,63.686,0.408,0.488,0.564,0.296,14.39,5.739,1.137,1.189,0.14107365792759,0.0948905109489051,0.350862864853349,0.550689375506894,0.777458563535911,0.553824631698934,0.791621279845747,0.592095451155854,0.473229706390328,0.830258302583026,0.734177215189873
"E01005285","E08000003","Manchester 025D","Manchester",1149,1,1582,1,253,1,3249,1,11370,4,849,1,1335,1,32023,10,397,1,7253,3,8349,3,5287,2,58.551,0.584,0.267,49.914,1.499,1.281,43.246,34.2,0.743,0.767,0.358,0.463,12.307,6.995,0.44,0.749,0.715355805243446,0.474452554744526,0.5896953341382,0.703365774533658,0.714033149171271,0.694323068686206,0.422441748362944,0.553691275167785,0.761658031088083,0.596444146259644,0.615674656611904
"E01005286","E08000003","Manchester 026D","Manchester",10822,4,5114,2,5837,2,23741,8,28846,9,17839,6,4183,2,30556,10,1459,1,5745,2,8441,3,2859,1,25.461,0.214,0.108,8.985,0.689,0.999,34.366,37.837,0.587,0.362,-0.921,0.216,16.584,5.591,0.434,1.095,0.253433208489388,0.184306569343066,0.105248206803494,0.539132197891322,0.65171270718232,0.540957841833474,0.46797881531007,0.315249813571961,0.335060449050086,0.594431398859443,0.708860759493671
"E01005287","E08000003","Manchester 026E","Manchester",2105,1,2584,1,523,1,4670,2,16315,5,1180,1,2836,1,30287,9,983,1,7907,3,8430,3,6368,2,51.551,0.555,0.26,43.266,1.28,0.876,37.782,32.86,0.688,0.687,0.009,0.444,17.107,6.082,0.434,0.639,0.679151061173533,0.461678832116788,0.511007740927491,0.658961881589619,0.624530386740331,0.599955095766912,0.405664275250723,0.488627889634601,0.728842832469776,0.594431398859443,0.586049016967412
"E01005288","E08000003","Manchester 025E","Manchester",1692,1,1485,1,204,1,6689,2,16842,5,2514,1,3267,1,31760,10,1071,1,1363,1,2089,1,4313,2,54.236,0.48,0.248,36.006,1.388,1.807,36.554,55.535,0.749,0.786,-0.028,0.399,13.344,5.975,1.03,0.863,0.585518102372035,0.43978102189781,0.425076344009658,0.680859691808597,0.830276243093923,0.578746481062503,0.689566665414616,0.481730052199851,0.651122625215889,0.794364307279437,0.646377592243469
"E01005289","E08000003","Manchester 049D","Manchester",854,1,3716,2,1541,1,2857,1,5144,2,1833,1,10720,4,25194,8,4684,2,22204,7,24011,8,13534,5,61.567,0.573,0.385,52.008,2.178,0.911,25.14,11.575,0.638,0.564,0.928,0.418,24.466,3.529,-0.387,0.115,0.701622971285893,0.68978102189781,0.614480505645906,0.841038118410381,0.632265193370166,0.381616897808328,0.139165383315179,0.659955257270693,0.683937823834197,0.319020462931902,0.444923242660921
"E01005290","E08000003","Manchester 052A","Manchester",2766,1,4785,2,3330,1,6104,2,10076,3,3707,2,10809,4,24567,8,4847,2,23978,8,26771,8,13649,5,47.826,0.47,0.295,37.818,1.902,0.737,25.065,9.796,0.598,0.455,0.459,0.373,25.154,3.443,-0.525,0.107,0.573033707865168,0.525547445255474,0.446523684397415,0.78507704785077,0.593812154696132,0.380321583392342,0.116891409683356,0.572520507084265,0.606217616580311,0.272727272727273,0.442768650686776
"E01005291","E08000003","Manchester 050E","Manchester",557,1,3309,1,2798,1,2349,1,4427,2,1585,1,7909,3,25349,8,3443,2,20591,7,19383,6,17295,6,65.451,0.592,0.384,54.916,1.878,1.655,28.259,13.308,0.654,0.482,1.013,0.426,24.3,4.172,-0.172,-0.091,0.725343320848939,0.687956204379562,0.648900409535308,0.780210867802109,0.796685082872928,0.435484706654462,0.160863413840163,0.675801640566741,0.697754749568221,0.391143911439114,0.38944249932669
"E01005292","E08000003","Manchester 052B","Manchester",2311,1,5157,2,5869,2,3025,1,2750,1,3859,2,4249,2,22537,7,2165,1,27812,9,27284,9,21626,7,50.34,0.441,0.308,51.119,1.59,1.013,34.176,6.4,0.585,0.361,1.259,0.371,27.33,4.993,-0.553,-0.321,0.536828963795256,0.549270072992701,0.60395805222167,0.721816707218167,0.654806629834254,0.53767637864631,0.0743717837959659,0.721662938105891,0.602763385146805,0.263334451526333,0.327497980070024
"E01005293","E08000003","Manchester 052C","Manchester",14931,5,11975,4,21613,7,12530,4,11421,4,13020,4,13772,5,22500,7,6748,2,22938,7,22144,7,18278,6,19.719,0.195,0.119,22.898,0.565,0.35,22.526,10.837,0.4,0.103,0.355,0.256,27.39,2.579,-0.3,-0.144,0.229712858926342,0.204379562043796,0.269926378334872,0.513990267639903,0.508287292817679,0.336470872696499,0.129925252601134,0.553131991051454,0.404145077720207,0.348205300234821,0.37516832749798
"E01005294","E08000003","Manchester 052D","Manchester",12683,4,14502,5,14820,5,18596,6,21067,7,15059,5,14263,5,20752,7,7610,3,19035,6,28397,9,5270,2,22.659,0.233,0.168,14.432,0.633,0.418,22.135,15.093,0.345,0.176,-0.307,0.238,29.094,2.251,-0.62,0.75,0.277153558052434,0.293795620437956,0.169720427053003,0.527777777777778,0.523314917127072,0.329717966874493,0.183212510485921,0.429716629381059,0.373056994818653,0.240858772224086,0.615943980608672
"E01005295","E08000003","Manchester 049E","Manchester",13271,4,12089,4,11148,4,19494,6,18254,6,19031,6,11441,4,20049,6,6341,2,19639,6,26974,8,6707,2,21.84,0.25,0.129,13.421,0.945,0.03,24.495,14.359,0.397,0.236,-0.122,0.208,29.78,2.75,-0.536,0.607,0.298377028714107,0.222627737226277,0.157753947399569,0.591038118410381,0.437569060773481,0.370477193830849,0.174022461781167,0.46420581655481,0.321243523316062,0.269037235826904,0.577430649070832
"E01005296","E08000003","Manchester 029E","Manchester",15875,5,20027,6,9375,3,29675,9,29650,9,27558,9,14001,5,30182,9,5035,2,8689,3,9281,3,6550,2,18.572,0.201,0.119,3.771,0.43,0.302,22.334,31.203,0.244,0.27,-1.011,0.15,17.307,3.348,0.376,0.622,0.237203495630462,0.204379562043796,0.0435338399261416,0.48661800486618,0.49767955801105,0.333154867791575,0.384917802902252,0.298471290082028,0.221070811744387,0.574974840657497,0.581470509022354
"E01005297","E08000003","Manchester 028A","Manchester",7699,3,9907,3,6427,2,20210,6,21384,7,17453,6,5452,2,28030,9,2117,1,8187,3,4622,2,27073,9,31.245,0.329,0.195,12.613,0.925,0.409,31.924,32.253,0.451,0.345,-0.327,0.219,20.85,5.035,0.747,-0.64,0.397003745318352,0.343065693430657,0.148190232701276,0.58698296836983,0.521325966850829,0.498782404448973,0.398064330340933,0.425988068605518,0.340241796200345,0.699429721569943,0.241583625100996
"E01005298","E08000003","Manchester 028B","Manchester",7926,3,12318,4,3224,1,14779,5,15732,5,12930,4,4921,2,28814,9,1859,1,1321,1,786,1,24231,8,30.751,0.321,0.145,19.41,0.538,0.156,32.835,55.822,0.392,0.46,0.048,0.257,19.705,5.221,1.292,-0.465,0.387016229712859,0.251824817518248,0.228641431716497,0.508515815085158,0.465414364640884,0.514516156888482,0.693160049581189,0.495898583146905,0.40587219343696,0.882254277088225,0.288715324535416
"E01005299","E08000003","Manchester 029F","Manchester",13816,5,14416,5,8395,3,17687,6,17404,6,16522,5,8910,3,29245,9,3311,1,10210,4,6790,3,20837,7,21.129,0.232,0.128,15.542,0.246,0.185,27.039,28.289,0.347,0.293,-0.067,0.226,18.984,4.258,0.559,-0.28,0.275905118601748,0.220802919708029,0.182858698482589,0.449310624493106,0.471823204419889,0.414414258821091,0.348433059134332,0.474459358687547,0.352331606217617,0.636363636363636,0.338540263937517
"E01005300","E08000003","Manchester 033D","Manchester",16908,6,19800,6,6927,3,23997,8,24861,8,21182,7,17231,6,27209,9,7084,3,22259,7,24390,8,13147,4,17.416,0.237,0.145,8.736,0.342,-0.431,19.853,11.521,0.248,0.331,-0.566,0.193,21.988,2.447,-0.407,0.136,0.282147315855181,0.251824817518248,0.102300972942263,0.468775344687753,0.335690607734807,0.290305866910761,0.138489276189761,0.381431767337808,0.295336787564767,0.312311304931231,0.450579046593051
"E01005301","E08000003","Manchester 033E","Manchester",18843,6,30810,10,15355,5,32722,10,32817,10,31525,10,19775,6,30374,9,7451,3,2039,1,2231,1,7480,3,15.44,0.111,0.092,1.096,0.094,0.226,18.059,51.134,0.094,0.168,-1.624,0.112,16.949,2.309,1.007,0.538,0.124843945068664,0.155109489051095,0.0118717894088962,0.418491484184915,0.480883977900552,0.259321946080379,0.63446393469306,0.184190902311708,0.155440414507772,0.786648775578665,0.558847293293833
"E01005302","E08000003","Manchester 028C","Manchester",8275,3,10474,4,8224,3,22997,7,21655,7,22330,7,5957,2,28370,9,2290,1,9882,3,9305,3,9227,3,29.996,0.301,0.182,9.699,1.078,0.562,31.035,28.926,0.436,0.297,-0.344,0.185,20.382,4.917,0.374,0.394,0.362047440699126,0.319343065693431,0.113699311128471,0.618004866180049,0.555138121546961,0.48342861090482,0.356408619113799,0.422818791946309,0.281519861830743,0.57430392485743,0.520064637759224
"E01005304","E08000003","Manchester 040B","Manchester",19964,6,18660,6,10497,4,32683,10,33575,10,30715,10,15785,5,29047,9,5990,2,6935,3,6036,2,10127,4,14.401,0.117,0.064,1.132,0.418,0.63,20.92,34.89,0.266,0.248,-2.08,0.122,19.303,2.893,0.621,0.331,0.132334581772784,0.104014598540146,0.0122978955093152,0.484184914841849,0.570165745856354,0.308733873335521,0.431080894965506,0.0991797166293811,0.172711571675302,0.657162026165716,0.503097225962833
"E01005305","E08000003","Manchester 036A","Manchester",20985,7,16385,5,15310,5,26160,8,22586,7,27671,9,20547,7,27570,9,8656,3,21412,7,19893,6,18601,6,13.44,0.199,0.08,6.801,0.122,0.365,17.523,12.409,0.307,0.169,-0.402,0.149,21.493,1.884,-0.195,-0.162,0.234706616729089,0.133211678832117,0.0793977700447411,0.424168694241687,0.511602209944751,0.250064765720799,0.149607482252188,0.412005965697241,0.219343696027634,0.383428379738343,0.370320495556154
"E01005306","E08000003","Manchester 040C","Manchester",28791,9,32536,10,18135,6,33616,10,33576,10,33263,10,29527,9,27130,9,16378,5,11220,4,8950,3,14468,5,6.852,0.077,0.056,0.228,-0.216,-0.24,10.637,26.535,0.06,0.135,-2.081,0.073,22.095,-0.111,0.398,0.061,0.0823970037453183,0.0894160583941606,0.00159789787657127,0.355636658556367,0.377900552486188,0.131137631474413,0.326472098060574,0.0989932885906041,0.0880829015544041,0.582354914458236,0.430379746835443
"E01005307","E08000003","Manchester 040D","Manchester",22945,7,17755,6,15840,5,31595,10,30197,9,31318,10,20034,6,27267,9,8471,3,13110,4,9488,3,20723,7,11.684,0.134,0.071,2.114,0.269,0.126,17.884,23.221,0.282,0.162,-1.082,0.115,21.909,1.956,0.362,-0.275,0.153558052434457,0.116788321167883,0.0239211230263002,0.45397404703974,0.45878453038674,0.256299545776411,0.284979153363633,0.285234899328859,0.160621761658031,0.570278430057028,0.339886883921357
"E01005308","E08000003","Manchester 040E","Manchester",7925,3,9904,3,6715,2,10577,4,10179,4,10538,4,11218,4,25678,8,4785,2,20956,7,20556,7,15980,5,30.753,0.343,0.19,26.513,0.982,0.604,24.701,12.914,0.451,0.337,0.452,0.28,23.879,3.478,-0.227,-0.024,0.414481897627965,0.333941605839416,0.31271453258528,0.598540145985401,0.564419889502762,0.374034990760091,0.155930335925077,0.571215510812826,0.44559585492228,0.372693726937269,0.407487207110153
"E01005309","E08000003","Manchester 036B","Manchester",10775,4,7521,3,3682,2,24933,8,22029,7,25779,8,8855,3,29524,9,3257,1,6365,2,8983,3,3162,1,25.525,0.163,0.082,7.884,1.554,1.006,27.098,36.278,0.514,0.441,-0.365,0.162,18.543,4.294,0.396,1.041,0.18976279650437,0.136861313868613,0.0922164618990129,0.714517437145174,0.653259668508287,0.415433239495,0.44845935218921,0.418903803131991,0.241796200345423,0.581683998658168,0.694317263668193
"E01005310","E08000003","Manchester 036C","Manchester",7205,3,1397,1,498,1,3833,2,3245,1,4859,2,7694,3,28567,9,2931,1,10699,4,8916,3,12761,4,32.416,0.269,0.11,47.057,1.358,0.787,28.533,27.432,0.755,0.694,1.177,0.353,20.094,4.494,0.4,0.161,0.322097378277154,0.187956204379562,0.555879080557726,0.67477696674777,0.604861878453039,0.44021692198753,0.337702988643904,0.706375838926175,0.57167530224525,0.583025830258303,0.457312146512254
"E01005311","E08000003","Manchester 036D","Manchester",10113,3,13462,4,9099,3,19798,6,23158,7,15471,5,10052,3,28761,9,3802,2,5296,2,6272,2,4941,2,26.622,0.221,0.116,13.064,0.983,1.063,25.814,38.97,0.367,0.276,-0.443,0.235,19.777,3.973,0.601,0.79,0.262172284644195,0.198905109489051,0.153528395237081,0.598742903487429,0.66585635359116,0.393257456693321,0.482164544441523,0.404362416107383,0.367875647668394,0.650452868165045,0.626716940479397
"E01005312","E08000003","Manchester 036E","Manchester",11013,4,348,1,1727,1,10415,4,7095,3,14594,5,8259,3,28923,9,3098,1,7433,3,6512,2,9992,3,25.158,0.138,0.079,26.843,1.442,0.635,27.837,33.837,0.882,0.55,0.721,0.242,19.509,4.396,0.58,0.341,0.158551810237203,0.131386861313869,0.316620505172455,0.691808596918086,0.571270718232044,0.428196404207181,0.417896806019858,0.621364653243848,0.379965457685665,0.643408252264341,0.505790465930514
"E01005313","E08000003","Manchester 053A","Manchester",3614,2,4422,2,6103,2,1725,1,3586,2,1269,1,16918,6,25571,8,7405,3,24069,8,27482,9,12994,4,43.912,0.446,0.261,59.047,1.325,0.691,20.075,9.71,0.611,0.354,1.129,0.44,24.015,2.323,-0.563,0.146,0.543071161048689,0.463503649635036,0.697796084558388,0.66808596918086,0.583646408839779,0.29413999758208,0.115814646483617,0.697427293064877,0.721934369602763,0.259979872525998,0.453272286560732
