"LSOA2021","LAD2024","LSOA_NAME_2021","LAD_NAME_2024","IMD_RANK","IMD_DECILE","IDACI_RANK","IDACI_DECILE","IDAOPI_RANK","IDAOPI_DECILE","EST_RANK","EST_DECILE","CYP_RANK","CYP_DECILE","ADS_RANK","ADS_DECILE","BHS_RANK","BHS_DECILE","GEO_RANK","GEO_DECILE","WID_RANK","WID_DECILE","LIV_RANK","LIV_DECILE","IND_RANK","IND_DECILE","OUT_RANK","OUT_DECILE","IMD","INC","EMP","EST","HDD","CRM","BHS","LIV","IDACI","IDAOPI","CYP","ADS","GEO","WID","IND","OUT","INCN","EMPN","ESTN","HDDN","CRMN","BHSN","LIVN","CYPN","ADSN","INDN","OUTN"
"E01005505","E08000005","Rochdale 018E","Rochdale",10570,4,13210,4,13293,4,10069,3,10017,3,9697,3,28121,9,21977,7,18076,6,16972,6,14482,5,17742,6,25.848,0.262,0.176,27.607,0.757,0.708,11.911,17.709,0.372,0.2,0.463,0.29,27.899,-0.493,0.064,-0.113,0.313358302122347,0.308394160583942,0.325663423525791,0.552919708029197,0.587403314917127,0.153140705687294,0.21596614456172,0.573266219239374,0.46286701208981,0.470311975847031,0.383517371397792
"E01005506","E08000005","Rochdale 020D","Rochdale",7464,3,5638,2,8221,3,9257,3,11598,4,7160,3,26436,8,21339,7,16506,5,15225,5,13318,4,15095,5,31.786,0.343,0.182,29.3,1.257,0.825,13.262,20.102,0.57,0.297,0.341,0.32,28.525,-0.139,0.126,0.026,0.414481897627965,0.319343065693431,0.345702246526052,0.654298459042985,0.613259668508287,0.17647363603392,0.24592770661959,0.550521998508576,0.514680483592401,0.491110365649111,0.420953406948559
"E01005507","E08000005","Rochdale 020E","Rochdale",14440,5,13531,5,15779,5,16387,5,16417,5,15133,5,25385,8,19157,6,17075,6,11207,4,9937,3,11325,4,20.365,0.242,0.138,17.179,0.287,0.415,14.096,26.56,0.365,0.162,0.002,0.237,30.634,-0.273,0.334,0.251,0.288389513108614,0.239051094890511,0.202234689771086,0.457623682076237,0.522651933701657,0.190877532339683,0.326785110618638,0.487322893363162,0.3713298791019,0.560885608856089,0.481551306221384
"E01005508","E08000005","Rochdale 020F","Rochdale",26623,8,29095,9,29286,9,24033,8,26552,8,19885,6,20430,7,12728,4,18781,6,18143,6,28641,9,4316,2,8.671,0.074,0.067,8.703,-0.419,0.288,17.599,16.218,0.12,0.054,-0.702,0.202,37.087,-0.638,-0.635,0.863,0.0786516853932584,0.109489051094891,0.101910375683545,0.314476885644769,0.494585635359116,0.251377350995665,0.197298075598793,0.356077554064131,0.310880829015544,0.235826903723583,0.646377592243469
"E01005509","E08000005","Rochdale 018F","Rochdale",1400,1,1867,1,3685,2,3110,1,2801,1,3958,2,26883,8,24938,8,14563,5,8461,3,9775,3,5349,2,56.456,0.524,0.33,50.675,1.526,1.835,12.903,31.705,0.725,0.441,1.25,0.369,24.732,0.281,0.343,0.744,0.640449438202247,0.589416058394161,0.598702743649835,0.708840227088402,0.83646408839779,0.170273397696067,0.391203095068174,0.719985085756898,0.599309153713299,0.563904729956391,0.614328036628063
"E01005510","E08000005","Rochdale 019A","Rochdale",24394,8,23829,8,30265,9,22472,7,26097,8,17675,6,29096,9,15768,5,27143,9,22862,7,17950,6,29443,9,10.492,0.116,0.088,10.222,0.226,-0.205,11.057,10.917,0.189,0.048,-0.664,0.218,33.922,-2.602,-0.106,-0.812,0.131086142322097,0.147810218978102,0.119889685865114,0.445255474452555,0.385635359116022,0.138391392203934,0.130926892786939,0.363161819537658,0.338514680483592,0.413284132841328,0.195259897656881
"E01005511","E08000005","Rochdale 019B","Rochdale",13634,5,18571,6,17885,6,14022,5,19964,6,9210,3,30462,10,16959,6,28575,9,16022,5,12831,4,19417,6,21.348,0.201,0.16,20.486,0.896,0.024,9.659,18.988,0.268,0.138,-0.234,0.295,32.78,-3.032,0.154,-0.202,0.237203495630462,0.279197080291971,0.241377269606799,0.58110300081103,0.436243093922652,0.114246731489957,0.231979867032265,0.443325876211782,0.471502590673575,0.50050318685005,0.35954753568543
"E01005512","E08000005","Rochdale 019C","Rochdale",6899,3,6682,2,13067,4,7717,3,7976,3,7346,3,30974,10,21504,7,23783,8,8313,3,8134,3,7915,3,33.103,0.329,0.206,33.137,1.065,0.83,9.066,31.993,0.538,0.203,0.639,0.317,28.386,-1.754,0.457,0.5,0.397003745318352,0.363138686131387,0.391118055062377,0.61536901865369,0.614364640883978,0.104005112174228,0.394808999737069,0.606077554064131,0.509499136442142,0.602146930560215,0.548612981416644
"E01005513","E08000005","Rochdale 019D","Rochdale",1214,1,1330,1,4455,2,2513,1,1318,1,5663,2,27676,9,17802,6,21612,7,20554,7,22876,7,11636,4,58.013,0.578,0.355,53.939,1.833,1.182,12.271,13.347,0.76,0.409,1.562,0.341,31.899,-1.26,-0.335,0.233,0.707865168539326,0.635036496350365,0.637336363421159,0.771086780210868,0.692154696132597,0.159358214884026,0.161351713430743,0.778150633855332,0.550949913644214,0.336464273733646,0.476703474279558
"E01005514","E08000005","Rochdale 019E","Rochdale",6238,2,6919,3,10704,4,6777,3,5700,2,8037,3,22217,7,14682,5,18102,6,16697,5,17564,6,10626,4,34.821,0.36,0.224,35.785,1.224,0.657,16.421,18.112,0.531,0.244,0.865,0.308,35.032,-0.499,-0.087,0.298,0.435705368289638,0.395985401459854,0.422460526004308,0.647607461476075,0.576132596685083,0.231032279235246,0.221011906997709,0.648210290827741,0.493955094991364,0.419657832941966,0.494209534069486
"E01005515","E08000005","Rochdale 019F","Rochdale",699,1,1533,1,2947,1,1360,1,1712,1,2070,1,22698,7,17681,6,15508,5,27726,9,26846,8,22184,7,63.362,0.642,0.386,61.829,1.767,1.11,16.074,6.484,0.746,0.474,1.461,0.411,32.026,0.074,-0.529,-0.352,0.787765293383271,0.691605839416058,0.730724617096324,0.757704785077048,0.676243093922652,0.225039291203952,0.0754235059910604,0.759321401938852,0.671848013816926,0.271385441127139,0.319148936170213
"E01005516","E08000005","Rochdale 003A","Rochdale",19178,6,24048,8,25723,8,22525,7,20865,7,22245,7,9128,3,9719,3,10734,4,18692,6,14584,5,24162,8,15.133,0.13,0.095,10.161,0.488,-0.077,26.819,15.513,0.186,0.075,-0.294,0.186,41.049,1.26,0.059,-0.46,0.14856429463171,0.160583941605839,0.119167672750515,0.498377939983779,0.413922651933702,0.410614669867532,0.188471121461393,0.43214019388516,0.283246977547496,0.468634686346864,0.290061944519257
"E01005517","E08000005","Rochdale 003B","Rochdale",20675,7,25263,8,29603,9,20188,6,16969,6,21936,7,6297,2,8127,3,9179,3,20762,7,19297,6,17971,6,13.751,0.098,0.091,12.641,-0.075,0.202,30.502,13.12,0.17,0.052,-0.037,0.188,43.585,1.719,-0.168,-0.127,0.108614232209738,0.153284671532847,0.148521648557157,0.384225466342255,0.475580110497238,0.47422324312188,0.158509559403523,0.480052199850858,0.286701208981002,0.392485743039249,0.379746835443038
"E01005518","E08000005","Rochdale 001A","Rochdale",7306,3,12695,4,12758,4,9363,3,5501,2,15229,5,193,1,3429,2,3041,1,9876,3,7575,3,14789,5,32.153,0.248,0.155,29.1,0.552,0.402,51.327,28.937,0.384,0.208,0.886,0.237,58.823,4.431,0.499,0.044,0.295880149812734,0.27007299270073,0.343334990412613,0.511354420113544,0.519779005524862,0.833888879293967,0.356546344639347,0.652125279642058,0.3713298791019,0.616236162361624,0.425801238890385
"E01005519","E08000005","Rochdale 002A","Rochdale",17915,6,19504,6,26677,8,15400,5,11353,4,19350,6,4381,2,8208,3,6658,2,17483,6,11636,4,32360,10,16.311,0.136,0.099,18.531,-0.043,-0.231,33.888,17.045,0.253,0.069,0.359,0.206,43.431,2.621,0.223,-1.163,0.15605493133583,0.167883211678832,0.218237341097933,0.390713706407137,0.379889502762431,0.532702371288924,0.207652531019545,0.553877703206562,0.317789291882556,0.523649781952365,0.100727174791274
"E01005520","E08000005","Rochdale 001B","Rochdale",11895,4,13825,5,20989,7,15695,5,12256,4,18572,6,2543,1,8649,3,4024,2,8665,3,5389,2,22395,7,23.827,0.197,0.145,18.144,0.199,0.066,38.648,31.268,0.359,0.108,0.293,0.211,42.66,3.859,0.676,-0.363,0.232209737827715,0.251824817518248,0.213656700518429,0.43978102189781,0.445524861878453,0.61491165955683,0.385731635553218,0.541573452647278,0.326424870466321,0.675612210667561,0.316186372205764
"E01005521","E08000005","Rochdale 003C","Rochdale",16616,5,27123,9,18772,6,27685,9,28560,9,24574,8,2418,1,7914,3,4260,2,4149,2,3670,2,9961,3,17.735,0.107,0.077,5.491,-0.036,0.308,39.026,42.318,0.146,0.129,-0.893,0.17,44.001,3.742,0.837,0.344,0.119850187265918,0.127737226277372,0.0638922425017163,0.39213300892133,0.499005524861878,0.621440044213399,0.524083186217431,0.320469798657718,0.255613126079447,0.729620932572962,0.506598437920819
"E01005522","E08000005","Rochdale 001C","Rochdale",5966,2,4882,2,12852,4,8116,3,4616,2,13769,5,5458,2,15605,5,4103,2,1871,1,2035,1,7948,3,35.543,0.295,0.157,32.079,0.888,0.977,31.912,51.964,0.594,0.207,0.991,0.249,34.09,3.823,1.038,0.497,0.354556803995006,0.273722627737226,0.378595270222285,0.579480940794809,0.646850828729282,0.498575154142415,0.644855951620779,0.671700223713647,0.392055267702936,0.797047970479705,0.54780500942634
"E01005523","E08000005","Rochdale 001D","Rochdale",17333,6,21226,7,18866,6,21873,7,23175,7,18815,6,7505,3,12927,4,6737,2,14536,5,13905,5,11781,4,16.939,0.16,0.114,10.862,0.165,-0.014,28.754,21.085,0.226,0.128,-0.444,0.209,36.869,2.582,0.095,0.224,0.18601747815231,0.195255474452555,0.127464905428118,0.432887266828873,0.427845303867403,0.444033781799969,0.258235360402659,0.404175988068606,0.322970639032815,0.480711170748071,0.474279558308645
"E01005524","E08000005","Rochdale 021A","Rochdale",11487,4,15175,5,16813,5,14471,5,15798,5,12363,4,28034,9,25623,8,15379,5,9605,3,8400,3,10930,4,24.407,0.236,0.162,19.861,0.695,0.729,11.988,29.376,0.331,0.15,0.044,0.262,23.948,0.103,0.436,0.277,0.280898876404494,0.282846715328467,0.233979594252302,0.540348742903487,0.592044198895028,0.154470561821039,0.362042845158948,0.495152870991797,0.414507772020725,0.59510231465951,0.488553730137355
"E01005525","E08000005","Rochdale 021B","Rochdale",2739,1,6709,2,3985,2,9426,3,15716,5,5390,2,9667,3,16290,5,6694,2,23295,7,21706,7,20273,7,47.915,0.474,0.318,28.965,1.374,1.382,26.242,10.453,0.537,0.429,0.048,0.345,33.438,2.604,-0.279,-0.248,0.578027465667915,0.567518248175182,0.341737092536042,0.678021086780211,0.736353591160221,0.400649384293881,0.125117379709274,0.495898583146905,0.557858376511226,0.355249916135525,0.347158631834096
"E01005526","E08000005","Rochdale 021C","Rochdale",7637,3,9695,3,10321,4,10844,4,10706,4,10482,4,22944,7,17739,6,15704,5,22751,7,29461,9,9003,3,31.378,0.35,0.199,26.015,0.979,1.078,15.897,11.039,0.456,0.251,0.41,0.28,31.961,0.035,-0.695,0.409,0.423220973782771,0.35036496350365,0.306820064862818,0.597931873479319,0.669171270718232,0.221982349182225,0.13245439407029,0.563385533184191,0.44559585492228,0.21569942972157,0.524104497710746
"E01005527","E08000005","Rochdale 022A","Rochdale",4967,2,6029,2,3778,2,5646,2,6685,2,4894,2,23633,8,18114,6,16070,5,25481,8,31848,10,11023,4,38.609,0.448,0.23,39.401,1.171,1.075,15.404,8.465,0.557,0.437,0.761,0.353,31.606,-0.048,-0.931,0.27,0.545568039950062,0.406934306569343,0.465260516535284,0.636861313868613,0.668508287292818,0.213467815754477,0.100226621092038,0.628821774794929,0.57167530224525,0.136531365313653,0.486668462159978
"E01005528","E08000005","Rochdale 021D","Rochdale",7569,3,12454,4,14644,5,5562,2,4790,2,6605,2,22822,7,22638,7,12183,4,16491,5,15154,5,14446,5,31.544,0.305,0.215,39.757,0.82,0.711,15.982,18.38,0.389,0.179,0.969,0.327,27.23,0.858,0.028,0.062,0.367041198501873,0.37956204379562,0.469474232417205,0.565693430656934,0.588066298342541,0.223450372187009,0.224367401620153,0.667598806860552,0.526770293609672,0.458235491445824,0.430649070832211
"E01005529","E08000005","Rochdale 022B","Rochdale",2149,1,4462,2,3085,1,2794,1,5864,2,1510,1,23689,8,24215,8,12028,4,25893,8,27791,9,16121,5,51.314,0.544,0.323,52.375,1.363,1.159,15.364,8.089,0.609,0.468,0.847,0.429,25.517,0.902,-0.583,-0.033,0.66541822721598,0.576642335766423,0.618824420614066,0.675790754257908,0.68707182320442,0.212776981399285,0.0955189122187582,0.644854586129754,0.70293609671848,0.253270714525327,0.40506329113924
"E01005530","E08000005","Rochdale 025A","Rochdale",26864,8,27438,9,28701,9,23274,7,25381,8,19493,6,27040,9,20182,6,18203,6,22990,7,19155,6,25883,8,8.481,0.08,0.083,9.437,0.05,-0.423,12.792,10.77,0.142,0.057,-0.607,0.205,29.646,-0.523,-0.161,-0.56,0.0861423220973783,0.138686131386861,0.110598205619866,0.409570154095702,0.337458563535912,0.168356332360408,0.129086378945523,0.373788217747949,0.316062176165803,0.394833948339483,0.263129544842445
"E01005531","E08000005","Rochdale 025B","Rochdale",11660,4,9489,3,16450,5,12150,4,10210,4,13714,5,12155,4,12834,4,10594,4,23751,8,18331,6,32034,10,24.148,0.276,0.158,23.558,0.66,0.294,23.889,10.013,0.461,0.154,0.449,0.25,36.975,1.298,-0.123,-1.109,0.33083645443196,0.275547445255474,0.277738323509221,0.533252230332522,0.495911602209945,0.360011053349683,0.119608358687351,0.570656226696495,0.393782383419689,0.407581348540758,0.115270670616752
"E01005532","E08000005","Rochdale 025C","Rochdale",3389,2,6411,2,7893,3,6276,2,8253,3,4829,2,11159,4,16027,5,7812,3,23305,7,24159,8,15784,5,44.867,0.438,0.289,37.255,1.281,1.324,24.751,10.448,0.545,0.306,0.614,0.354,33.674,2.18,-0.395,-0.012,0.533083645443196,0.514598540145985,0.439859858438084,0.659164639091646,0.72353591160221,0.374898533704081,0.125054777197661,0.601416853094705,0.573402417962003,0.316336799731634,0.410719095071371
"E01005533","E08000005","Rochdale 024A","Rochdale",10324,4,13994,5,10689,4,14355,5,14106,5,13673,5,28825,9,25906,8,16197,5,8977,3,10013,3,6025,2,26.282,0.256,0.181,20.007,0.802,0.693,11.284,30.573,0.355,0.244,0.161,0.25,23.601,-0.073,0.33,0.673,0.305867665418227,0.317518248175182,0.235707691215113,0.562043795620438,0.584088397790055,0.142311877169652,0.377029886439044,0.51696495152871,0.393782383419689,0.559543777255954,0.595206032857528
"E01005534","E08000005","Rochdale 023A","Rochdale",10608,4,9401,3,9883,3,8189,3,6861,3,9553,3,28098,9,22296,7,17782,6,21588,7,20537,7,17779,6,25.792,0.297,0.175,31.902,0.684,0.479,11.932,12.212,0.463,0.26,0.741,0.291,27.584,-0.429,-0.226,-0.115,0.357053682896379,0.306569343065693,0.376500248561892,0.538118410381184,0.536795580110497,0.15350339372377,0.147140943294645,0.625093214019389,0.464594127806563,0.373029184837303,0.382978723404255
"E01005535","E08000005","Rochdale 023B","Rochdale",5906,2,11158,4,13561,5,8152,3,6217,2,10435,4,19757,6,20240,6,11307,4,8677,3,7688,3,10131,4,35.696,0.329,0.23,31.991,1.083,0.972,18.071,31.23,0.419,0.195,0.809,0.281,29.585,1.102,0.491,0.331,0.397003745318352,0.406934306569343,0.377553677532372,0.619018653690186,0.645745856353591,0.259529196386936,0.385255856464961,0.637770320656227,0.447322970639033,0.613552499161355,0.503097225962833
"E01005536","E08000005","Rochdale 021E","Rochdale",5357,2,5385,2,11890,4,8318,3,9058,3,7501,3,17836,6,22107,7,9144,3,10963,4,8743,3,14316,5,37.255,0.398,0.235,31.52,0.942,1.051,19.417,26.965,0.578,0.223,0.542,0.315,27.766,1.729,0.412,0.07,0.48314606741573,0.416058394160584,0.371978789385224,0.590429845904298,0.663204419889503,0.282775772439163,0.331855914059272,0.587994034302759,0.506044905008636,0.587051325058705,0.432803662806356
"E01005537","E08000005","Rochdale 023C","Rochdale",23387,7,20184,6,27843,9,17201,6,20433,7,13325,4,23686,8,15713,5,18588,6,17513,6,12781,4,26288,8,11.322,0.109,0.093,16.141,0.081,-0.66,15.365,16.999,0.242,0.062,-0.266,0.253,33.986,-0.604,0.156,-0.586,0.122347066167291,0.156934306569343,0.189948630542338,0.415855636658556,0.285082872928177,0.212794252258165,0.207076587912707,0.437360178970917,0.398963730569948,0.501174102650117,0.256127120926475
"E01005538","E08000005","Rochdale 023D","Rochdale",4480,2,6356,2,5307,2,5283,2,5709,2,5018,2,16733,5,21395,7,8791,3,15683,5,16264,5,10401,4,40.391,0.424,0.265,40.83,1.016,0.908,20.217,19.46,0.547,0.379,0.865,0.351,28.476,1.839,-0.025,0.312,0.515605493133583,0.470802919708029,0.482174561465805,0.605433901054339,0.631602209944751,0.296592459543013,0.23788954412851,0.648210290827741,0.568221070811744,0.440456222744046,0.497980070024239
"E01005539","E08000005","Rochdale 024B","Rochdale",1345,1,9565,3,8437,3,5156,2,5845,2,4683,2,16766,5,26376,8,7092,3,4320,2,5885,2,3652,2,56.857,0.436,0.36,41.307,1.669,1.821,20.193,41.815,0.459,0.292,0.85,0.356,23.04,2.444,0.635,0.959,0.530586766541823,0.644160583941606,0.487820467296357,0.737834549878346,0.833370165745856,0.296177958929898,0.517785373549187,0.645413870246085,0.57685664939551,0.661858436766186,0.672232695933208
"E01005540","E08000005","Rochdale 023E","Rochdale",13991,5,15213,5,16940,6,15480,5,15879,5,13976,5,29604,9,24556,8,18222,6,10602,4,10356,4,8806,3,20.918,0.227,0.135,18.44,0.487,0.566,10.568,27.585,0.331,0.148,0.038,0.247,25.165,-0.527,0.304,0.425,0.269662921348315,0.233576642335766,0.217160239566319,0.498175182481752,0.556022099447514,0.129945942211706,0.339618625499255,0.494034302759135,0.38860103626943,0.550821871855082,0.528413681659036
"E01005541","E08000005","Rochdale 023F","Rochdale",7287,3,6996,3,13869,5,8677,3,9257,3,7961,3,22622,7,24659,8,11027,4,5008,2,3704,2,14229,5,32.213,0.319,0.194,30.634,1,0.526,16.121,39.813,0.528,0.191,0.526,0.309,25.064,1.175,0.833,0.074,0.384519350811486,0.341240875912409,0.361491844802689,0.602189781021898,0.547182320441989,0.225851021571303,0.492719327899435,0.585011185682327,0.495682210708117,0.728279100972828,0.433880958793428
"E01005542","E08000005","Rochdale 023G","Rochdale",6197,2,9854,3,5790,2,8880,3,12749,4,6002,2,15674,5,22774,7,7674,3,15897,5,14637,5,13953,5,34.93,0.379,0.223,30.15,0.968,0.924,20.996,19.155,0.452,0.364,0.256,0.336,27.085,2.231,0.056,0.088,0.459425717852684,0.394160583941606,0.355763085008167,0.595701540957015,0.635138121546961,0.310046458610387,0.234070790920132,0.534675615212528,0.542314335060449,0.467628312646763,0.437651494748182
"E01005543","E08000005","Rochdale 021F","Rochdale",15703,5,14811,5,17212,6,15026,5,14239,5,14701,5,17796,6,13793,5,14710,5,11640,4,9611,3,13706,5,18.768,0.179,0.109,19.093,0.674,-0.008,19.441,25.802,0.339,0.145,0.151,0.241,35.939,0.246,0.354,0.104,0.209737827715356,0.186131386861314,0.224889330776697,0.536090835360908,0.429171270718232,0.283190273052279,0.317294569858143,0.51510067114094,0.378238341968912,0.56759476685676,0.441960678696472
"E01005544","E08000005","Rochdale 025D","Rochdale",28642,9,26153,8,27161,9,27598,9,25912,8,26932,8,28026,9,23932,8,16466,5,22860,7,24145,8,14733,5,7.008,0.097,0.069,5.556,-0.353,-0.143,11.995,10.919,0.158,0.066,-0.648,0.154,25.859,-0.129,-0.394,0.047,0.107365792759051,0.113138686131387,0.0646616007385839,0.327858880778589,0.399337016574586,0.154591457833198,0.130951933791584,0.366144668158091,0.227979274611399,0.316672257631667,0.426609210880689
"E01005545","E08000005","Rochdale 025E","Rochdale",28979,9,30977,10,26961,8,28237,9,28158,9,25999,8,27143,9,19703,6,18778,6,24126,8,28951,9,11564,4,6.683,0.078,0.062,5.014,0.068,-0.467,12.713,9.661,0.091,0.067,-0.849,0.161,30.114,-0.637,-0.66,0.237,0.083645443196005,0.10036496350365,0.0582463366711645,0.413219789132198,0.327734806629834,0.166991934508903,0.115201141869812,0.328672632363908,0.24006908462867,0.227440456222744,0.477780770266631
"E01005546","E08000005","Rochdale 024C","Rochdale",8719,3,9512,3,11350,4,12522,4,14690,5,10097,3,19710,6,16233,5,14100,5,17485,6,15441,5,16874,5,29.126,0.3,0.197,22.914,0.977,0.763,18.094,17.044,0.46,0.232,0.12,0.285,33.484,0.387,0.014,-0.071,0.360799001248439,0.346715328467153,0.270115758823947,0.597526358475264,0.599558011049724,0.259926426141172,0.207640010517222,0.509321401938852,0.454231433506045,0.453539080845354,0.394828979262052
"E01005547","E08000005","Rochdale 024D","Rochdale",8634,3,6952,3,14712,5,10898,4,10972,4,10314,4,20282,7,18428,6,12853,4,11058,4,11322,4,8051,3,29.291,0.305,0.167,25.922,0.795,1.065,17.703,26.793,0.53,0.178,0.39,0.282,31.307,0.685,0.243,0.488,0.367041198501873,0.291970802919708,0.305719290770068,0.560624493106245,0.666298342541436,0.253173520319165,0.329702387659793,0.55965697240865,0.449050086355786,0.530358939953036,0.545381093455427
"E01005548","E08000005","Rochdale 024E","Rochdale",4367,2,10406,4,8514,3,9204,3,15245,5,5328,2,21917,7,26247,8,9897,3,16795,5,16699,5,12215,4,40.872,0.373,0.259,29.428,1.355,1.617,16.608,17.979,0.438,0.291,0.08,0.346,23.195,1.492,-0.045,0.198,0.451935081148564,0.45985401459854,0.347217290438653,0.674168694241687,0.78828729281768,0.234261929845771,0.219346680188809,0.50186428038777,0.559585492227979,0.433747064743375,0.467277134392674
"E01005549","E08000005","Rochdale 025F","Rochdale",30662,10,31358,10,31684,10,28678,9,29521,9,25681,8,31815,10,24353,8,23053,7,24008,8,19790,6,27829,9,5.214,0.07,0.067,4.618,-0.392,-0.483,8.015,9.764,0.084,0.039,-0.996,0.163,25.387,-1.583,-0.191,-0.691,0.0736579275905119,0.109489051094891,0.0535591695665554,0.319951338199513,0.324198895027624,0.0858534394915459,0.116490753609035,0.301267710663684,0.243523316062176,0.384770211338477,0.227848101265823
"E01005550","E08000005","Rochdale 025G","Rochdale",30429,10,28171,9,30638,10,25057,8,25305,8,22664,7,28470,9,20021,6,20383,7,26003,8,25361,8,20278,7,5.419,0.079,0.066,7.773,-0.461,-0.786,11.61,7.993,0.131,0.046,-0.601,0.183,29.808,-0.984,-0.453,-0.249,0.0848938826466916,0.107664233576642,0.0909026347560543,0.305961070559611,0.257237569060773,0.14794217716447,0.0943169439957931,0.374906785980612,0.278065630397237,0.296880241529688,0.346889307837328
"E01005551","E08000005","Rochdale 022C","Rochdale",1640,1,3371,1,919,1,3047,1,4854,2,2170,1,15439,5,17305,6,10013,3,27861,9,31746,10,15236,5,54.633,0.567,0.323,51.032,1.782,1.006,21.173,6.357,0.651,0.625,0.96,0.408,32.425,1.457,-0.919,0.017,0.694132334581773,0.576642335766423,0.602928295812324,0.760746147607461,0.653259668508287,0.313103400632113,0.0738334021960961,0.665920954511559,0.666666666666667,0.140556860114056,0.418529490977646
"E01005552","E08000005","Rochdale 022D","Rochdale",858,1,2225,1,1364,1,2118,1,4539,2,1290,1,10427,4,10809,4,10941,4,30309,9,30407,10,22915,7,61.474,0.627,0.36,56.464,1.794,1.039,25.436,4.29,0.706,0.578,1,0.439,39.509,1.202,-0.775,-0.391,0.769038701622971,0.644160583941606,0.667222971853325,0.763179237631792,0.660552486187845,0.386729072036752,0.0479535238953787,0.67337807606264,0.72020725388601,0.188862797718886,0.308645300296256
"E01005553","E08000005","Rochdale 022E","Rochdale",3805,2,3230,1,4790,2,4197,2,7554,3,2394,1,25277,8,21533,7,15072,5,25889,8,24992,8,20670,7,43.079,0.504,0.281,45.348,1.246,0.579,14.176,8.095,0.657,0.397,0.677,0.403,28.358,0.164,-0.435,-0.272,0.615480649188514,0.5,0.53565087706839,0.652068126520681,0.558895027624309,0.192259201050068,0.0955940352326935,0.613161819537658,0.658031088082902,0.302918483730292,0.340694855911662
"E01005554","E08000005","Rochdale 022F","Rochdale",16630,5,18260,6,14839,5,20311,7,22740,7,16576,5,16208,5,8312,3,21805,7,25844,8,31056,10,12305,4,17.718,0.195,0.118,12.497,0.226,0.772,20.616,8.134,0.273,0.176,-0.414,0.226,43.256,-1.302,-0.839,0.191,0.229712858926342,0.202554744525547,0.146817224155481,0.445255474452555,0.601546961325967,0.303483532236058,0.0960823348232731,0.409768829231916,0.352331606217617,0.167393492116739,0.465391866415298
"E01005555","E08000005","Rochdale 014A","Rochdale",21468,7,22845,7,28306,9,25369,8,27349,9,21502,7,12343,4,10498,4,13138,4,14995,5,14388,5,11990,4,12.984,0.115,0.081,7.488,0.199,0.164,23.729,20.434,0.202,0.06,-0.773,0.191,39.944,0.619,0.069,0.211,0.129837702871411,0.135036496350365,0.0875292947944038,0.43978102189781,0.467182320441989,0.357247715928913,0.250084513390677,0.342841163310962,0.291882556131261,0.471989265347199,0.47077834635066
"E01005556","E08000005","Rochdale 013A","Rochdale",12562,4,13791,5,23794,8,19796,6,25604,8,13972,5,27458,9,20255,7,18695,6,5864,2,5201,2,9472,3,22.856,0.188,0.141,13.067,0.679,0.922,12.452,37.554,0.36,0.087,-0.624,0.247,29.571,-0.623,0.692,0.378,0.220973782771536,0.244525547445255,0.153563904078782,0.537104622871046,0.634696132596685,0.162484240341272,0.464435513152788,0.37061894108874,0.38860103626943,0.680979537068098,0.515755453810935
"E01005557","E08000005","Rochdale 014B","Rochdale",25858,8,25873,8,26898,8,28022,9,29568,9,24351,8,19290,6,15057,5,14807,5,19045,6,15954,5,20936,7,9.286,0.096,0.087,5.201,0.003,-0.603,18.39,15.078,0.162,0.068,-1.002,0.172,34.641,0.224,-0.011,-0.285,0.106117353308365,0.145985401459854,0.0604597211372298,0.400040551500405,0.29767955801105,0.265038600369596,0.183024702951082,0.300149142431022,0.259067357512953,0.445152633344515,0.337193643953676
"E01005558","E08000005","Rochdale 014C","Rochdale",10066,3,14748,5,10523,4,14111,5,10900,4,17102,6,16916,6,19925,6,9579,3,10011,3,8795,3,10918,4,26.677,0.252,0.158,20.368,1.034,0.569,20.077,28.679,0.34,0.247,0.395,0.222,29.902,1.594,0.408,0.278,0.300873907615481,0.275547445255474,0.23998058849987,0.609083536090835,0.556685082872928,0.294174539299839,0.353316055040128,0.560589112602535,0.345423143350605,0.585709493458571,0.488823054134123
"E01005559","E08000005","Rochdale 013B","Rochdale",1207,1,2956,1,5176,2,3056,1,1827,1,5682,2,10648,4,20054,6,5934,2,18342,6,14841,5,21801,7,58.082,0.506,0.337,50.981,2.159,1.374,25.204,15.936,0.669,0.384,1.438,0.341,29.777,2.917,0.045,-0.329,0.617977528089888,0.602189781021898,0.602324645503397,0.837185725871857,0.734585635359116,0.382722232776636,0.193767293943833,0.75503355704698,0.550949913644214,0.463938275746394,0.325343388095879
"E01005560","E08000005","Rochdale 013C","Rochdale",14943,5,23936,8,27949,9,16321,5,15041,5,16389,5,18379,6,14436,5,14599,5,6768,3,7251,3,6181,2,19.705,0.129,0.139,17.266,0.353,0.462,19.018,35.348,0.188,0.062,0.095,0.227,35.283,0.272,0.521,0.657,0.147315855181024,0.240875912408759,0.203264446180432,0.471005677210057,0.533038674033149,0.275884699746118,0.436815285029235,0.504660700969426,0.35405872193437,0.623616236162362,0.590896848909238
